Cms Id,First Name,Last Name,Date Of Birth,Gender,Address,Service Involvement,Local Authority Organisation,Contact Name,Contact Role,Contact Phone,Contact Email,Date Current As Of,Coverage Start Date,Coverage End Date,Coverage Geographic Area,Date Of Most Recent Interaction,Start Date Of Last Involvement
4603845,Kate,Walker,2007-09-12,Female,"336 Owens landing
East Lukestad
LL0V 3NN",Historic,Harrow Council,Elizabeth Fletcher,Social Worker,0116 496 0449,efletcher@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-03-25,2020-02-21
3407838,Samantha,Miller,2012-05-29,Female,"Studio 90
Jenna ways
Nicholasmouth
NN2 4EJ",Historic,Bexley Council,Sophie Bartlett,Social Worker,09098790029,sbartlett@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-01-06,2021-03-22
4319692,Hazel,Shah,2010-08-21,Female,"Flat 06
Bull forges
Marialand
W6 8GG",Current,Ealing Council,Christine Lewis,Social Worker,+44113 496 0915,clewis@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-05,2022-01-17
5729887,Anne,Bradshaw,2007-08-15,Female,"356 Slater viaduct
New Paula
N5F 4AQ",Current,Westminster Council,Daniel Burke,Social Worker,+44131 496 0813,dburke@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-03,2021-07-01
5797162,Jeffrey,Warren,2008-01-10,Male,"288 Benjamin vista
Lake Shaun
M4 2QZ",Current,Hackney Council,Mr Colin Macdonald,Social Worker,0116 496 0033,mmacdonald@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-21,2019-04-01
4927348,Karl,Andrews,2009-09-06,Male,"81 Wayne via
North Eric
E3 4EU",Current,Waltham Forest Council,Irene Bowen,Social Worker,+44161 496 0637,ibowen@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-06-26,2018-11-23
6229657,Marcus,James,2006-03-08,Male,"Flat 43
Graeme ranch
Porterview
OL0E 2WS",Current,Havering Council,Joseph Allen,Social Worker,+44(0)1214960725,jallen@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-09-30,2021-06-05
2635466,Brett,Wilkinson,2007-03-09,Male,"Studio 92
Cooper brooks
South Annettemouth
DE5B 7UE",Historic,Harrow Council,Mr Russell Cox,Social Worker,+44(0)808 1570501,mcox@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-03-04,2019-12-23
6380382,Gregory,Roberts,2011-02-24,Male,"731 Gardner row
Lake Frederick
DY37 8SB",Current,Haringey Council,Dr Bradley Jones,Social Worker,0306 9990797,djones@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-07-26,2022-03-04
6099609,Natasha,Williams,2013-09-19,Female,"66 Thomas pass
Crosston
BB0 0WG",Historic,Bexley Council,Miss Kathryn Chamberlain,Social Worker,(028) 9018 0388,mchamberlain@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-01-08,2021-12-22
2077566,Reece,Swift,2014-04-01,Male,"6 Rahman estates
South Ian
S4W 5TU",Historic,Islington Council,Sophie Craig,Social Worker,+44(0)117 4960539,scraig@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-09,2021-06-07
8527063,Molly,Law,2015-04-04,Female,"04 Conor trafficway
South Terry
BN5 8RL",Historic,Hounslow Council,Holly Hutchinson,Social Worker,(0116) 496 0879,hhutchinson@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-18,2021-11-30
9948259,Chelsea,King,2016-04-13,Female,"Flat 87c
Justin ranch
North Scotttown
N8 0GJ",Current,Lewisham Council,Dr Stuart Williams,Social Worker,+44909 879 0694,dwilliams@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-05-16,2021-08-29
6404005,Jonathan,Kelly,2006-11-18,Male,"3 Arnold drive
Ryanberg
B1 8YZ",Historic,Barnet Council,Sally Matthews,Social Worker,+44(0)1314960860,smatthews@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-02-06,2020-05-28
1876571,Katy,Brown,2017-01-14,Female,"4 Tom motorway
New Rosstown
NE6 7NX",Historic,Hillingdon Council,Mrs Valerie Moore,Social Worker,(0191) 4960682,mmoore@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-11,2019-09-22
7747389,Shannon,Turner,2010-05-03,Female,"97 Garner union
North Tina
G3S 3UR",Historic,Haringey Council,Frederick Kelly,Social Worker,+44306 999 0324,fkelly@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-04-16,2019-08-30
4868969,Kate,Reynolds,2007-03-26,Female,"772 Lewis plains
Lawsonchester
CT2B 2WB",Historic,Southwark Council,Ms Natalie Banks,Social Worker,+44(0)141 496 0075,mbanks@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-11-28,2021-09-26
8638271,Katherine,Hammond,2012-11-23,Female,"239 Danny mount
North Duncan
HX1 7BX",Historic,Brent Council,Henry Turner,Social Worker,01614960312,hturner@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-06-07,2018-07-28
3751387,Jay,Peacock,2006-07-06,Male,"48 Fox mount
Wyattberg
B2H 3YH",Historic,Bromley Council,Lee Godfrey,Social Worker,+44306 9990462,lgodfrey@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-10-23,2021-05-25
9242360,Alexander,Chamberlain,2017-07-10,Male,"0 Barry shore
Port Bryanview
TQ8M 8QR",Current,Bexley Council,Dr Marcus Elliott,Social Worker,+44(0)808 1570053,delliott@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-24,2021-12-30
1232568,Louis,Wilson,2008-10-01,Male,"46 Phillips port
New Elliott
E1 0AX",Historic,Bexley Council,Yvonne Watson,Social Worker,+44141 496 0968,ywatson@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-02-23,2022-08-07
4314857,Yvonne,Nash,2013-07-24,Female,"36 George port
Hendersonport
TR76 6BX",Current,Lewisham Council,Miss Katherine Smith,Social Worker,(0151)4960109,msmith@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-06-27,2018-08-15
8629003,Abdul,Gregory,2017-07-13,Male,"06 Samantha place
Port Margaret
DN1P 4BQ",Current,Brent Council,Ms Jill Parkes,Social Worker,+44(0)115 4960250,mparkes@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-06-19,2019-09-06
1234516,Francis,Jones,2006-11-05,Male,"Studio 2
Rhys parks
Lake Charliehaven
KA4P 4WS",Current,Wandsworth Council,Mark Jones,Social Worker,+44(0)113 496 0397,mjones@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-03-02,2018-02-09
4797672,Dennis,Kerr,2012-03-21,Male,"Flat 2
Aaron station
Samchester
G6B 8ZJ",Current,Redbridge Council,Glenn Harris,Social Worker,(0116)4960913,gharris@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-05,2021-11-10
6864624,Gary,Gill,2008-05-23,Male,"84 Collins parks
West Rosemaryside
HS5 0AA",Historic,Croydon Council,Dr Jordan Harrison,Social Worker,(029) 2018 0617,dharrison@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-01,2019-03-29
6663203,Jordan,Smith,2015-01-25,Male,"079 Richards motorway
North Gordon
KA7 5TW",Current,Bexley Council,Lynn Davies,Social Worker,+44(0)1134960656,ldavies@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-25,2020-06-01
3812105,Joanna,Howard,2010-12-16,Female,"13 Wilson harbors
New Amy
BB1 5YQ",Historic,Croydon Council,Vincent Davis,Social Worker,0114 4960695,vdavis@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-09-11,2020-01-07
5460873,Laura,Booth,2009-02-13,Female,"Studio 67
Nicole grove
North Stephanie
S0A 4AT",Current,Bexley Council,Allan Warren,Social Worker,0114 4960261,awarren@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-07-02,2018-11-27
6256107,Brett,Stephens,2015-12-16,Male,"369 Simpson skyway
West Jaynemouth
S0G 6JQ",Current,Bromley Council,George Fox,Social Worker,+44(0)909 8790347,gfox@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-08,2018-10-22
7123365,Malcolm,Phillips,2008-11-18,Male,"Studio 50p
Julie lodge
Kellyton
M5 5DY",Historic,Hackney Council,Josh Watts-Metcalfe,Social Worker,+44(0)116 496 0138,jwatts-metcalfe@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-05-09,2019-02-22
3334951,Bruce,Carter,2013-01-10,Male,"275 Justin loaf
Pearceview
RM8N 6ZG",Historic,Barnet Council,Dr Graham Fletcher,Social Worker,0118 496 0860,dfletcher@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-01-10,2019-08-25
8040461,Jay,Bibi,2016-05-03,Male,"Flat 5
Alexander mill
West Brandonland
HU4 6JY",Current,Harrow Council,Conor Pearce,Social Worker,+44(0)114 496 0585,cpearce@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-21,2021-06-23
6390399,Iain,Turner,2007-01-25,Male,"Flat 68S
Campbell oval
Watsonburgh
IM24 1GR",Historic,Redbridge Council,Dr Georgia Davies,Social Worker,+44909 879 0659,ddavies@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-05-21,2022-01-08
2403626,Christopher,Sharp,2013-03-03,Male,"209 Jonathan flats
Paulamouth
TN12 3QT",Historic,Hackney Council,Yvonne Jones,Social Worker,(0306) 9990860,yjones@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-16,2019-11-20
4300740,Damian,Pearson,2013-10-06,Male,"87 Scott square
New Julieberg
G74 5ZG",Historic,Enfield Council,Leah Wood,Social Worker,0113 4960587,lwood@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-03-26,2021-02-25
7635563,Lewis,Newton,2008-05-25,Male,"Studio 82q
Paige square
Katiemouth
ST0H 5ZZ",Current,Harrow Council,Gemma Naylor,Social Worker,01214960898,gnaylor@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-01-25,2021-05-19
9521208,Shaun,Norris,2013-07-29,Male,"Flat 75G
Mandy greens
Lake Brandonmouth
AL8 4UZ",Current,Croydon Council,Hilary Saunders,Social Worker,+44116 496 0778,hsaunders@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-16,2018-08-02
8418330,Conor,Graham,2012-01-30,Male,"457 Foster shoals
South Dylanstad
HX87 3XW",Historic,Greenwich Council,Stephen Jackson,Social Worker,01914960688,sjackson@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-05-20,2019-12-02
3546875,Bryan,Welch,2006-11-13,Male,"196 Morley bridge
West Garymouth
HU70 9AW",Historic,Lewisham Council,Gregory Roberts,Social Worker,0191 498 0190,groberts@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-05-24,2022-03-14
8938291,Francis,Jones,2013-08-12,Male,"87 Lorraine run
Annetteview
E6 6JW",Current,Camden Council,Frank Perkins,Social Worker,01214960895,fperkins@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-15,2022-02-01
3742947,Keith,Martin,2006-03-17,Male,"Flat 17
Wright route
West Jeffrey
S70 8GB",Current,Westminster Council,Jade Holt,Social Worker,0306 9990427,jholt@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-16,2020-01-19
7506452,Stuart,Blackburn,2009-11-02,Male,"087 Amanda drive
West Beth
L6T 4BZ",Current,Southwark Council,Dr Kathleen Black,Social Worker,+44117 496 0520,dblack@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-07-02,2022-03-03
6457110,Dawn,Davey,2008-08-29,Female,"Flat 02
Irene view
Annetteland
N0 6UT",Historic,Brent Council,Julia Iqbal,Social Worker,0151 496 0551,jiqbal@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-15,2020-10-16
6265128,Francesca,O'Neill,2007-08-18,Female,"5 Anne lodge
Malcolmport
M5 3LZ",Historic,Sutton Council,Josephine Ashton,Social Worker,(0113) 4960665,jashton@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-15,2021-11-20
5973925,Jason,Taylor,2008-06-04,Male,"Studio 45
Evans manors
Waynemouth
HX2M 6WZ",Current,Camden Council,Amber Shepherd,Social Worker,+44(0)9098790594,ashepherd@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-29,2022-09-07
4241915,Jordan,Richardson,2017-02-10,Male,"31 Webb meadows
Kayleighside
M9T 8RG",Historic,Lambeth Council,Louis Edwards,Social Worker,+44(0)151 496 0461,ledwards@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-19,2019-08-03
3935215,Michael,Chambers,2016-09-14,Male,"28 Hall brook
West Kenneth
WF4P 5LZ",Current,Bexley Council,Allan Pearce,Social Worker,+441184960678,apearce@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-04,2022-03-25
8527835,Pauline,Sharp,2008-04-17,Female,"14 Gordon valley
South Jane
SO3 3NF",Historic,Hounslow Council,Adam Miles,Social Worker,+44(0)191 4960230,amiles@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-09,2020-09-03
6716491,Eleanor,Ryan,2006-09-19,Female,"Studio 7
Marc knoll
Williamsport
N07 8FU",Current,Redbridge Council,Charlotte Turner,Social Worker,(0131)4960546,cturner@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-01-15,2020-12-15
9653767,Simon,Power,2014-04-08,Male,"Flat 7
Mason flat
Shawside
WC16 5LL",Historic,Barnet Council,Paige Glover,Social Worker,01134960582,pglover@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-31,2019-04-22
2974846,Neil,Craig,2017-07-12,Male,"1 Taylor fork
East Brettland
M1 1HX",Current,Newham Council,Christian Houghton,Social Worker,0121 496 0278,choughton@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-10-28,2019-04-25
8084047,Elaine,Jones,2016-09-23,Female,"724 Oliver track
Daviesmouth
WA1Y 9PB",Historic,Redbridge Council,Elliott Griffiths,Social Worker,+44118 4960197,egriffiths@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-03-22,2018-05-31
3218865,Samantha,Bailey,2017-12-13,Female,"318 Francis glen
North Jackport
L95 7PN",Historic,Waltham Forest Council,Owen Adams,Social Worker,+44(0)28 9018182,oadams@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-05-13,2021-10-10
8457831,Steven,Shepherd,2008-11-10,Male,"Flat 71J
Weston tunnel
Fraserhaven
IV78 9DB",Historic,Haringey Council,Amelia Nash,Social Worker,+44292018231,anash@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-24,2019-04-18
3683855,Margaret,Patel,2014-07-12,Female,"11 Murray run
Aaronside
M66 4XP",Historic,Barnet Council,Dr Alexandra Fletcher,Social Worker,(0116) 496 0799,dfletcher@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-08-01,2022-09-14
5395415,Douglas,Walsh,2011-04-13,Male,"84 Hall loaf
Griffithston
LS5M 2FT",Current,Haringey Council,Jean Roberts,Social Worker,+44(0)289018287,jroberts@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-20,2019-06-03
2469214,Ashleigh,Abbott,2007-02-07,Female,"Studio 69
Bryan oval
Parkerchester
B5 6FQ",Current,Brent Council,Mrs Carly Hodgson,Social Worker,029 2018455,mhodgson@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-03-26,2021-05-24
2753775,Shaun,Sutton,2007-05-27,Male,"516 Hussain rue
Howeshire
W4 0RF",Current,Redbridge Council,Zoe Fisher,Social Worker,(020) 7496 0299,zfisher@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-07-11,2018-12-17
9687737,Shannon,White,2011-10-15,Female,"Studio 30
Davies trafficway
Whitehouseview
CB0 3GL",Historic,Waltham Forest Council,Sarah Thompson,Social Worker,+44(0)28 9018820,sthompson@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-04,2019-06-18
8727506,Hayley,Thomas,2012-06-06,Female,"149 North shore
Port Samville
M0 6JD",Current,Enfield Council,Tom Wood-Ward,Social Worker,(0306) 999 0287,twood-ward@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-06-22,2020-05-22
6584313,Mohammed,Perry,2016-08-14,Male,"36 Hayley isle
Port Karl
S8G 3EH",Historic,Croydon Council,Stewart Jackson,Social Worker,+44161 496 0698,sjackson@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-06-12,2021-04-29
7384631,Mathew,Singh,2014-09-01,Male,"3 Janet parkways
South Matthew
CH3V 3UY",Current,Westminster Council,Luke Hussain,Social Worker,0151 4960207,lhussain@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-27,2020-12-18
2342416,Edward,Murphy,2012-06-04,Male,"0 O'Sullivan stravenue
Rileyland
SE3 6WJ",Current,Tower Hamlets Council,Abigail Gregory,Social Worker,(0117) 4960303,agregory@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-17,2022-06-22
3227045,Caroline,Reynolds,2006-07-30,Female,"Studio 4
Oliver burgs
East Ireneland
TS5B 0GD",Historic,Barnet Council,Julie Burgess,Social Worker,+441164960031,jburgess@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-15,2019-02-23
2985394,Gary,Harding,2016-04-03,Male,"Studio 37
Bailey passage
Georgeborough
RG9N 2AG",Current,Southwark Council,Vanessa Hayward-White,Social Worker,+44(0)191 4960141,vhayward-white@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-22,2021-12-20
5253994,Jodie,Thompson,2014-07-01,Other,"32 Smith haven
New Dorothyshire
SS72 1HB",Historic,Wandsworth Council,Louis Black,Social Worker,(0114) 496 0278,lblack@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-26,2021-07-08
4194049,Fiona,Parkes,2012-02-27,Female,"Flat 41
Charlotte gateway
Wilsonborough
S5 1XR",Historic,Waltham Forest Council,Miss Karen Wilkinson,Social Worker,+44(0)28 9018 0059,mwilkinson@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-09-29,2022-01-29
8655313,Julian,Miller,2007-02-25,Male,"647 Frank fall
Simpsonview
B88 8WN",Current,Islington Council,Samantha Kelly-Ford,Social Worker,(0161) 4960760,skelly-ford@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-11-11,2021-01-26
5024946,Leah,Richards,2010-09-30,Female,"Studio 04q
Natasha street
East Danielle
N9 1PY",Current,Hounslow Council,Diana Armstrong-Brady,Social Worker,(029) 2018302,darmstrong-brady@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-31,2019-08-17
2194593,Alexandra,Duncan,2015-08-05,Female,"Flat 2
Turner streets
Port Cameronfurt
ST50 9JS",Current,Southwark Council,Bethan Smith,Social Worker,+44(0)20 74960283,bsmith@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-19,2019-10-07
3413858,Harriet,Graham,2015-06-05,Female,"Studio 1
Barbara parkway
Houghtonville
SS15 7DQ",Historic,Enfield Council,Hollie French,Social Worker,(0161)4960960,hfrench@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-26,2022-03-17
6960300,Cheryl,Howe,2016-03-29,Female,"Flat 37m
Mohammed gateway
Lake Tobyland
E1E 2ET",Historic,Ealing Council,Dr Leanne Vincent,Social Worker,+44(0)1614960890,dvincent@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-11,2020-06-08
8189165,Sara,Blackburn,2007-09-04,Female,"37 Clifford stream
Lake Samantha
UB6 8UR",Current,Harrow Council,Dr Dennis Lee,Social Worker,(0141) 4960419,dlee@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-19,2018-06-04
5766762,Kelly,Edwards,2017-11-29,Female,"61 Jennifer junctions
Smithview
B1 7GJ",Historic,Lambeth Council,John Wheeler,Social Worker,+44116 4960931,jwheeler@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-06-08,2019-05-14
8564877,Charles,Bennett,2010-10-24,Male,"05 Natasha forest
Jayberg
RH38 8UG",Historic,Merton Council,Miss Tracy Read,Social Worker,0191 4960723,mread@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-08,2020-08-29
2300066,Jade,Brown,2006-11-30,Female,"Flat 81A
Howard wells
New Gemmaside
NP6 9YB",Current,Barnet Council,Dr Mohamed Johnson,Social Worker,+44(0)117 4960844,djohnson@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-01-06,2022-07-11
7228839,Rachel,Wilson,2014-05-29,Female,"430 Newman expressway
New Hilary
BT3 0TS",Historic,Merton Council,Charlene Cooke,Social Worker,+44(0)1134960311,ccooke@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-16,2022-08-16
3676909,Emily,Martin,2011-07-24,Female,"14 Williams corner
Clarkefurt
CT6W 9ZX",Current,Wandsworth Council,Miss Carol McDonald,Social Worker,0808 157 0427,mmcdonald@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-19,2018-10-10
5885496,Jonathan,Ward,2016-08-25,Male,"Flat 27K
Rita circles
Maureenchester
NN22 0AZ",Historic,Lambeth Council,Miss Marian Lloyd,Social Worker,+44(0)1632 960072,mlloyd@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-26,2019-03-20
2166978,Joe,Ali,2009-10-13,Male,"72 Alison inlet
Zoefort
CV8 0ZS",Current,Greenwich Council,Sara Morley-Robinson,Social Worker,01914960659,smorley-robinson@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-23,2019-08-26
4873685,Roger,Howard,2015-12-22,Male,"1 Bates well
Port Stanley
M49 2DN",Current,Bexley Council,Rachael Parkes-Wilson,Social Worker,(0115) 496 0489,rparkes-wilson@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-06-19,2021-05-16
4208920,Margaret,Hayward,2016-06-20,Female,"146 Phillip extensions
East Bruce
G7D 7LQ",Current,Hackney Council,Shaun James-Gallagher,Social Worker,029 2018283,sjames-gallagher@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-11-18,2018-01-18
3711702,Douglas,Pearson,2017-08-16,Male,"144 Terry mountain
North Danielton
OL1M 3GJ",Current,Bromley Council,Miss Amy Jackson,Social Worker,0113 4960891,mjackson@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-20,2021-04-18
8778685,Amelia,Russell,2014-09-12,Female,"4 Harris fields
Barrettton
SL65 8EG",Current,Islington Council,Mohamed Kelly,Social Worker,+441214960657,mkelly@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-11-06,2020-05-27
3515385,Jean,Farmer,2011-05-01,Female,"68 Geraldine mountains
Daviesberg
TN55 9JW",Current,Sutton Council,Sara Freeman,Social Worker,+4429 2018 0814,sfreeman@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-09-28,2019-02-25
3793082,Rachael,Owen,2015-01-18,Female,"Flat 4
Stewart lake
Morriston
KA2 8XP",Historic,Wandsworth Council,Mrs Hayley Thomas,Social Worker,+441632960939,mthomas@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-14,2022-09-15
5481348,Chloe,Atkinson,2015-12-24,Female,"746 Patricia square
Meganhaven
EH9 2GQ",Current,Greenwich Council,Edward Mistry,Social Worker,(0121) 4960926,emistry@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-08-24,2018-10-19
4401631,John,Hudson,2008-10-19,Male,"Studio 18
Georgina burg
Robsonburgh
TR3X 7AG",Current,Havering Council,Hugh Pratt-Nelson,Social Worker,+44(0)141 496 0245,hpratt-nelson@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-25,2020-02-26
